144 2022-06-13
1811 229 50 
1811 228 50 
1811 228 51 
1811 228 51 
1811 228 51 
1811 229 51 
1811 229 51 
1811 229 51 
1811 229 51 
1811 229 51 
1811 230 51 
1811 230 51 
1811 230 51 
1811 231 51 
1811 231 51 
1811 231 51 
1811 232 51 
1811 232 51 
1811 232 51 
1812 233 52 
1812 233 52 
1812 234 52 
1812 234 52 
1812 235 52 
1812 235 52 
1812 236 52 
1812 236 52 
1812 237 52 
1812 238 52 
1812 238 52 
1812 239 52 
1812 239 52 
1811 240 51 
1811 241 51 
1812 242 51 
1812 243 51 
1812 244 51 
1812 244 51 
1812 245 51 
1812 246 51 
1813 247 51 
1813 248 50 
1813 249 50 
1813 251 47 
1813 251 47 
1814 251 47 
1815 251 47 
1816 251 46 
1818 251 47 
1819 251 47 
1820 251 46 
1822 251 46 
1823 251 46 
1825 251 46 
1826 251 46 
1828 251 46 
1830 251 46 
1831 251 45 
1833 251 46 
1835 251 46 
1837 252 45 
1839 251 46 
1841 251 46 
1843 252 45 
1845 251 46 
1847 251 46 
1848 251 47 
1850 251 47 
1850 251 47 
1851 250 48 
1852 250 48 
1852 250 48 
1853 250 49 
1852 250 48 
1852 250 48 
1851 250 48 
1850 251 47 
1850 251 47 
1849 251 47 
1848 251 47 
1847 251 47 
1845 251 46 
1844 251 47 
1843 251 47 
1841 251 46 
1840 251 46 
1838 251 46 
1840 242 53 
1838 236 53 
1837 230 53 
1835 224 53 
1833 219 53 
1832 213 53 
1830 207 53 
1828 202 53 
1826 196 53 
1824 191 52 
1822 185 52 
1820 180 52 
1818 175 52 
1817 170 52 
1815 166 52 
1813 161 52 
1810 157 52 
1808 152 52 
1806 148 51 
1804 144 51 
1802 140 51 
1800 136 51 
1798 132 51 
1796 129 51 
1793 125 51 
1791 122 51 
1789 119 51 
1787 116 50 
1784 113 50 
1782 110 50 
1780 107 50 
1777 104 50 
1775 102 50 
1773 99 50 
1770 97 50 
1768 95 49 
1765 93 49 
1763 91 49 
1760 89 49 
1758 87 49 
1755 86 49 
1753 84 49 
1750 83 48 
1747 81 48 
1745 80 48 
1742 79 48 
1740 78 48 
1737 77 48 
1734 77 47 
1731 76 47 
1729 76 47 
1726 75 47 
1723 75 46 
1720 75 46 
1717 75 46 
1714 75 45 
1711 75 45 
1709 75 46 
1706 75 46 
1704 75 46 
1701 76 46 
1698 76 47 
1695 77 47 
1693 77 47 
1690 78 47 
1687 79 47 
1684 80 47 
1681 81 48 
1679 82 48 
1676 84 48 
1673 85 48 
1671 86 48 
1668 88 48 
1666 90 49 
1663 91 49 
1661 93 49 
1659 95 49 
1656 97 49 
1654 99 49 
1652 101 50 
1650 104 50 
1648 106 50 
1646 109 50 
1644 111 50 
1642 114 50 
1640 117 50 
1638 120 50 
1636 123 51 
1634 126 51 
1633 129 51 
1631 132 51 
1629 135 51 
1627 139 51 
1626 142 51 
1624 146 51 
1622 150 51 
1620 153 51 
1619 157 51 
1617 161 51 
1615 165 51 
1613 169 51 
1611 174 52 
1609 178 52 
1607 182 52 
1605 187 52 
1603 191 52 
1601 196 52 
1599 201 52 
1597 206 52 
1595 210 52 
1593 215 52 
1591 220 52 
1589 226 52 
1587 231 52 
1584 236 52 
1582 241 52 
1580 247 52 
1574 252 45 
1572 252 45 
1570 252 45 
1567 252 45 
1565 252 45 
1562 252 45 
1560 252 45 
1558 252 45 
1555 252 45 
1553 252 45 
1550 252 45 
1548 252 45 
1545 252 45 
1543 252 45 
1541 252 45 
1538 252 45 
1536 252 45 
1534 252 45 
1532 252 45 
1530 252 45 
1528 252 45 
1526 251 46 
1525 251 46 
1523 251 46 
1522 251 46 
1521 251 46 
1520 251 46 
1519 251 46 
1518 251 46 
1520 241 54 
1519 236 54 
1518 230 54 
1517 225 54 
1516 219 53 
1515 214 53 
1514 209 53 
1513 204 53 
1512 199 53 
1511 195 53 
1510 190 53 
1509 186 53 
1508 182 53 
1508 177 53 
1507 173 53 
1506 169 53 
1505 165 53 
1505 162 53 
1504 158 53 
1503 155 53 
1503 151 53 
1502 148 53 
1502 145 53 
1502 142 53 
1501 139 53 
1501 137 53 
1500 134 53 
1500 131 53 
1500 129 53 
1500 127 53 
1500 124 53 
1500 122 53 
1499 120 53 
1499 119 53 
1500 117 53 
1499 115 53 
1499 114 53 
1499 113 52 
1499 112 52 
1499 111 52 
1499 110 51 
1499 109 51 
1499 108 51 
1500 108 50 
1500 107 50 
1500 107 50 
1500 106 50 
1500 106 49 
1501 106 49 
1501 106 48 
1501 107 48 
1502 107 48 
1503 107 49 
1503 107 49 
1504 107 49 
1505 108 49 
1506 108 49 
1506 109 49 
1507 110 50 
1508 110 50 
1509 111 50 
1510 112 50 
1511 114 50 
1512 115 50 
1513 116 50 
1514 118 50 
1515 119 50 
1516 121 50 
1517 123 50 
1518 125 51 
1519 127 51 
1520 129 51 
1521 131 51 
1523 133 51 
1524 135 51 
1525 138 51 
1526 140 51 
1528 143 51 
1529 146 51 
1530 148 51 
1532 151 51 
1533 154 51 
1535 157 51 
1536 160 51 
1538 164 51 
1539 167 51 
1541 170 51 
1542 174 51 
1544 177 51 
1545 181 51 
1547 185 52 
1549 189 52 
1550 193 52 
1552 197 52 
1554 201 52 
1556 205 52 
1557 209 52 
1559 214 52 
1561 218 52 
1563 223 52 
1565 227 52 
1567 232 52 
1568 237 52 
1570 242 52 
1572 246 52 
1571 252 45 
1573 252 45 
1575 252 45 
1577 252 45 
1583 242 52 
1585 236 52 
1587 231 52 
1589 226 52 
1591 220 52 
1594 215 52 
1596 210 52 
1598 205 52 
1600 200 52 
1603 196 51 
1605 191 51 
1607 187 51 
1609 182 51 
1612 178 51 
1614 174 51 
1616 170 51 
1619 167 51 
1621 163 51 
1624 159 50 
1626 156 50 
1629 153 50 
1631 150 50 
1634 147 50 
1636 144 50 
1639 141 50 
1641 138 50 
1644 136 50 
1646 133 49 
1649 131 49 
1652 129 49 
1654 126 49 
1657 124 49 
1660 123 49 
1662 121 49 
1665 119 48 
1668 118 48 
1670 116 48 
1673 115 48 
1676 114 48 
1679 113 48 
1682 112 48 
1684 111 47 
1687 110 47 
1690 109 47 
1693 109 47 
1696 108 47 
1698 108 46 
1701 108 46 
1704 108 46 
1707 108 45 
1710 108 44 
1713 108 45 
1716 108 46 
1720 108 46 
1723 109 46 
1726 109 46 
1729 110 47 
1732 110 47 
1736 111 47 
1739 112 47 
1742 113 47 
1745 114 47 
1749 115 47 
1752 116 48 
1755 118 48 
1759 119 48 
1762 121 48 
1765 122 48 
1769 124 48 
1772 126 48 
1775 128 48 
1779 130 48 
1782 132 48 
1785 134 49 
1789 136 49 
1792 139 49 
1796 141 49 
1799 144 49 
1803 147 49 
1806 149 49 
1810 152 49 
1813 155 49 
1817 158 49 
1820 161 49 
1824 165 49 
1827 168 49 
1831 171 49 
1834 175 49 
1838 178 50 
1841 182 50 
1845 186 50 
1849 190 50 
1852 194 50 
1856 198 50 
1860 202 50 
1863 206 50 
1867 210 50 
1871 214 50 
1874 218 50 
1878 222 50 
1882 227 50 
1885 231 50 
1889 235 50 
1893 239 50 
1896 243 50 
1900 247 50 
1901 252 44 
1908 243 51 
1912 237 51 
1915 232 51 
1919 226 51 
1923 221 51 
1927 216 51 
1930 211 50 
1934 206 50 
1938 201 50 
1941 196 50 
1945 192 50 
1949 187 50 
1953 183 50 
1956 179 50 
1960 175 50 
1964 171 50 
1968 167 49 
1972 164 49 
1975 160 49 
1979 157 49 
1983 153 49 
1987 150 49 
1991 147 49 
1995 144 49 
1999 141 49 
2002 139 49 
2006 136 48 
2010 134 48 
2014 131 48 
2018 129 48 
2022 127 48 
2026 125 48 
2030 123 48 
2034 121 48 
2038 120 47 
2042 118 47 
2045 117 47 
2049 115 47 
2053 114 47 
2057 113 47 
2061 112 47 
2064 111 47 
2068 110 46 
2072 110 46 
2075 109 46 
2079 109 46 
2082 108 46 
2086 108 46 
2089 108 45 
2092 108 45 
2095 108 44 
2099 108 45 
2103 108 45 
