144 2022-06-27
4174 -272 50 
4174 -272 50 
4174 -272 51 
4174 -272 51 
4174 -271 51 
4175 -271 52 
4175 -271 52 
4175 -270 52 
4175 -269 52 
4175 -268 52 
4175 -267 53 
4175 -266 53 
4175 -265 53 
4175 -264 53 
4175 -263 53 
4175 -261 53 
4175 -260 53 
4175 -258 53 
4176 -256 54 
4176 -254 54 
4176 -252 54 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4174 -250 50 
4173 -249 48 
4173 -249 48 
4173 -249 47 
4174 -248 47 
4174 -248 47 
4175 -248 47 
4176 -248 46 
4178 -248 46 
4179 -248 46 
4181 -247 45 
4183 -247 45 
4185 -247 45 
4187 -247 45 
4190 -247 45 
4192 -247 45 
4195 -247 44 
4198 -247 44 
4201 -247 44 
4204 -247 44 
4207 -247 44 
4211 -247 44 
4214 -247 44 
4218 -247 44 
4221 -247 44 
4225 -247 44 
4229 -247 44 
4232 -247 44 
4236 -247 44 
4241 -251 50 
4236 -247 45 
4234 -247 45 
4232 -247 45 
4229 -247 45 
4227 -247 45 
4226 -247 45 
4224 -248 45 
4222 -248 46 
4221 -248 46 
4219 -248 46 
4218 -248 46 
4217 -248 46 
4216 -248 46 
4215 -248 46 
4213 -248 46 
4212 -248 46 
4210 -248 46 
4208 -248 46 
4206 -247 45 
4204 -247 45 
4202 -247 45 
4199 -247 45 
4197 -247 45 
4194 -247 45 
4191 -247 44 
4188 -247 44 
4185 -247 44 
4182 -247 44 
4178 -247 44 
4175 -247 44 
4171 -247 44 
4168 -247 44 
4164 -247 44 
4160 -247 44 
4156 -247 44 
4152 -247 44 
4148 -247 44 
4144 -247 44 
4140 -246 43 
4136 -246 43 
4132 -246 43 
4128 -246 43 
4124 -246 43 
4119 -246 43 
4115 -246 43 
4111 -246 43 
4106 -246 43 
4102 -246 43 
4097 -246 43 
4097 -256 50 
4092 -262 50 
4087 -267 50 
4083 -273 50 
4078 -278 50 
4073 -283 50 
4069 -288 50 
4064 -293 50 
4059 -298 50 
4054 -302 49 
4050 -307 49 
4045 -311 49 
4040 -316 49 
4036 -320 49 
4031 -324 49 
4027 -328 49 
4022 -332 49 
4018 -335 49 
4013 -339 49 
4009 -342 49 
4004 -345 49 
4000 -349 49 
3995 -352 49 
3991 -355 48 
3987 -358 48 
3983 -360 48 
3978 -363 48 
3974 -365 48 
3970 -368 48 
3967 -370 48 
3963 -372 48 
3959 -374 48 
3956 -376 48 
3952 -378 48 
3949 -380 48 
3945 -381 48 
3942 -383 48 
3939 -384 48 
3936 -385 48 
3933 -386 48 
3930 -387 47 
3927 -388 47 
3924 -389 47 
3922 -390 47 
3919 -390 47 
3916 -391 47 
3914 -391 47 
3911 -391 46 
3909 -391 46 
3906 -391 46 
3903 -391 45 
3901 -391 46 
3898 -391 46 
3900 -393 50 
3900 -393 51 
3900 -392 51 
3900 -392 51 
3900 -391 51 
3901 -390 52 
3901 -390 52 
3901 -389 52 
3901 -388 52 
3901 -386 52 
3901 -385 52 
3901 -384 52 
3901 -382 52 
3901 -381 53 
3901 -379 53 
3901 -377 53 
3901 -376 53 
3901 -374 53 
3901 -372 53 
3901 -370 53 
3901 -367 53 
3901 -365 53 
3902 -363 53 
3901 -360 53 
3901 -357 53 
3901 -354 53 
3900 -352 53 
3900 -349 53 
3900 -346 53 
3899 -342 53 
3898 -339 53 
3898 -336 53 
3897 -333 53 
3896 -329 52 
3896 -326 52 
3895 -322 52 
3894 -318 52 
3893 -314 52 
3892 -311 52 
3891 -307 52 
3889 -303 52 
3888 -298 52 
3887 -294 52 
3886 -290 52 
3884 -286 52 
3883 -281 52 
3881 -277 52 
3880 -272 52 
3878 -267 52 
3877 -262 52 
3875 -258 52 
3873 -253 52 
3868 -247 45 
3866 -247 45 
3863 -247 45 
3861 -247 45 
3858 -247 45 
3855 -247 45 
3852 -247 44 
3849 -247 44 
3846 -247 44 
3843 -247 44 
3840 -247 44 
3836 -247 44 
3833 -247 44 
3829 -247 44 
3825 -247 44 
3821 -247 44 
3818 -247 44 
3814 -247 44 
3813 -256 51 
3809 -262 51 
3805 -267 51 
3801 -273 50 
3797 -278 50 
3793 -283 50 
3789 -288 50 
3784 -293 50 
3780 -298 50 
3776 -302 50 
3771 -307 50 
3767 -311 50 
3763 -316 49 
3758 -320 49 
3754 -324 49 
3749 -328 49 
3744 -332 49 
3740 -335 49 
3735 -339 49 
3730 -342 49 
3726 -345 49 
3721 -349 48 
3713 -346 43 
3709 -347 44 
3705 -347 44 
3700 -346 45 
3695 -346 45 
3690 -346 45 
3685 -345 45 
3681 -345 45 
3676 -344 45 
3671 -343 46 
3666 -342 46 
3661 -341 46 
3656 -340 46 
3650 -339 46 
3645 -337 46 
3640 -336 46 
3635 -334 46 
3630 -333 47 
3624 -331 47 
3619 -329 47 
3614 -327 47 
3608 -325 47 
3603 -323 47 
3598 -321 47 
3592 -318 47 
3587 -316 47 
3581 -313 47 
3576 -311 47 
3570 -308 47 
3564 -305 47 
3559 -302 47 
3553 -299 48 
3547 -296 48 
3542 -293 48 
3536 -290 48 
3530 -287 48 
3524 -283 48 
3519 -280 48 
3513 -276 48 
3507 -273 48 
3501 -269 48 
3495 -265 48 
3489 -261 48 
3483 -257 48 
3477 -253 48 
3468 -246 42 
3462 -246 42 
3456 -246 42 
3450 -246 42 
3444 -246 42 
3439 -246 42 
3433 -246 42 
3427 -246 42 
3422 -246 42 
3420 -255 50 
3414 -261 50 
3409 -267 50 
3403 -272 49 
3397 -277 49 
3392 -283 49 
3386 -288 49 
3380 -293 49 
3374 -297 49 
3368 -302 49 
3363 -307 49 
3357 -311 49 
3351 -315 49 
3345 -319 48 
3340 -323 48 
3334 -327 48 
3328 -331 48 
3323 -335 48 
3317 -338 48 
3312 -342 48 
3306 -345 48 
3301 -348 48 
3295 -351 48 
3290 -354 48 
3284 -357 48 
3279 -360 48 
3274 -362 47 
3268 -365 47 
3263 -367 47 
3258 -370 47 
3253 -372 47 
3248 -374 47 
3243 -376 47 
3238 -377 47 
3233 -379 47 
3228 -381 47 
3223 -382 47 
3218 -383 46 
3213 -385 46 
3208 -386 46 
3203 -387 46 
3198 -388 46 
3193 -388 46 
3188 -389 46 
3184 -390 45 
3179 -390 45 
3174 -390 45 
3169 -390 45 
3165 -390 44 
3160 -390 44 
3155 -390 43 
3151 -390 44 
3147 -390 45 
3143 -390 45 
3138 -390 45 
3134 -389 45 
3130 -389 46 
3126 -388 46 
3121 -388 46 
3117 -387 46 
3113 -386 46 
3109 -385 46 
3105 -384 47 
3100 -382 47 
3096 -381 47 
3092 -380 47 
3087 -378 47 
3083 -376 47 
3078 -375 47 
3074 -373 47 
3069 -371 47 
3065 -369 47 
3060 -367 47 
3055 -364 48 
3051 -362 48 
3046 -360 48 
3041 -357 48 
3036 -355 48 
3032 -352 48 
3027 -349 48 
3022 -346 48 
3017 -343 48 
3012 -340 48 
3007 -337 48 
3002 -334 48 
2997 -330 48 
2992 -327 48 
2987 -324 48 
2981 -320 48 
2976 -316 48 
2971 -312 48 
2966 -309 49 
2960 -305 49 
2955 -301 49 
2950 -297 49 
2944 -292 49 
2939 -288 49 
2934 -284 49 
2928 -279 49 
2923 -275 49 
2917 -270 49 
2912 -266 49 
2906 -261 49 
2900 -256 49 
2895 -251 49 
2889 -257 50 
2884 -263 50 
2878 -268 49 
2872 -274 49 
2867 -279 49 
2861 -284 49 
2855 -289 49 
2849 -294 49 
2843 -299 49 
2837 -304 49 
2831 -308 49 
2825 -313 49 
2819 -317 48 
2813 -321 48 
2807 -325 48 
2801 -329 48 
2795 -333 48 
2789 -336 48 
2783 -340 48 
2777 -343 48 
2771 -347 48 
2764 -350 47 
2758 -353 47 
2752 -356 47 
2746 -359 47 
2739 -361 47 
2733 -364 47 
2726 -366 47 
2720 -369 47 
2714 -371 46 
2707 -373 46 
2701 -375 46 
2694 -377 46 
2688 -379 46 
2681 -380 46 
2675 -382 46 
2668 -383 46 
2661 -385 45 
2655 -386 45 
2648 -387 45 
2641 -388 45 
2635 -389 45 
2628 -389 45 
2621 -390 44 
2614 -391 44 
2608 -391 44 
2601 -391 44 
2594 -391 43 
2587 -391 43 
2580 -391 43 
2573 -391 42 
2567 -391 43 
2560 -391 43 
2554 -391 43 
2547 -391 44 
2541 -390 44 
2535 -390 44 
2528 -389 44 
2522 -389 45 
2516 -388 45 
2510 -387 45 
2504 -386 45 
2497 -385 45 
2491 -383 45 
2485 -382 46 
2479 -381 46 
2473 -379 46 
2467 -377 46 
2460 -376 46 
2454 -374 46 
2448 -372 46 
2442 -370 46 
2435 -368 46 
2429 -366 46 
2423 -363 47 
2416 -361 47 
2410 -358 47 
2403 -356 47 
2397 -353 47 
2390 -350 47 
2384 -347 47 
2377 -344 47 
2371 -341 47 
2364 -338 47 
2357 -335 47 
2351 -332 47 
2344 -328 47 
2337 -325 47 
2331 -321 47 
2324 -317 47 
2317 -314 48 
2310 -310 48 
2304 -306 48 
2297 -302 48 
2290 -298 48 
2283 -294 48 
2276 -289 48 
2269 -285 48 
2262 -281 48 
2255 -276 48 
2249 -271 48 
2242 -267 48 
2235 -262 48 
2228 -257 48 
2220 -252 48 
2210 -246 42 
2207 -255 49 
2200 -261 49 
2193 -266 49 
2186 -272 49 
2179 -277 48 
2172 -282 48 
2164 -287 48 
2157 -292 48 
2150 -297 48 
2143 -302 48 
2136 -306 48 
2129 -311 48 
2121 -315 48 
2114 -319 48 
2107 -323 48 
2100 -327 47 
2092 -331 47 
2085 -334 47 
2078 -338 47 
2070 -341 47 
2063 -345 47 
2056 -348 47 
2048 -351 47 
2041 -354 47 
2033 -357 46 
2026 -359 46 
2018 -362 46 
2011 -364 46 
2003 -367 46 
1996 -369 46 
1988 -371 46 
1981 -373 46 
1973 -375 45 
1966 -377 45 
1958 -378 45 
1950 -380 45 
1943 -381 45 
1935 -383 45 
1927 -384 45 
1920 -385 44 
1912 -386 44 
1904 -387 44 
1896 -387 44 
1889 -388 44 
1881 -389 44 
1873 -389 43 
1865 -389 43 
1857 -389 43 
1849 -390 42 
1841 -389 42 
1833 -389 41 
1826 -389 42 
1818 -389 42 
1810 -389 43 
1803 -389 43 
1795 -388 43 
1787 -388 43 
1779 -387 44 
1772 -387 44 
1764 -386 44 
1756 -385 44 
1748 -384 44 
1740 -383 44 
1732 -381 44 
1724 -380 45 
1716 -378 45 
1708 -377 45 
1700 -375 45 
1692 -374 45 
1684 -372 45 
1676 -370 45 
1668 -368 45 
1660 -366 45 
1652 -363 45 
1644 -361 46 
1636 -359 46 
1628 -356 46 
1620 -354 46 
1612 -351 46 
1604 -348 46 
1596 -345 46 
1587 -342 46 
1579 -339 46 
1571 -336 46 
1563 -333 46 
1555 -329 46 
1546 -326 46 
1538 -323 47 
1530 -319 47 
1522 -315 47 
1513 -312 47 
1505 -308 47 
1497 -304 47 
1488 -300 47 
1480 -296 47 
1472 -292 47 
1463 -287 47 
1455 -283 47 
1447 -278 47 
1438 -274 47 
1430 -269 47 
1422 -265 47 
1413 -260 47 
1405 -255 47 
1396 -250 47 
1388 -245 47 
1379 -240 48 
1371 -235 48 
1363 -230 48 
1354 -224 48 
1346 -219 48 
1338 -214 48 
